Easting,Northing
427369,4874844
427357,4874843
427345,4874842
427337,4874841
427320,4874838
427300,4874833
427284,4874828
427270,4874822
427256,4874817
427243,4874810
427228,4874802
427216,4874795
427205,4874787
427188,4874774
427176,4874764
427166,4874756
427159,4874748
427149,4874737
427142,4874730
427134,4874719
427117,4874696
427098,4874667
427078,4874633
427058,4874601
427031,4874555
427004,4874508
426970,4874452
426939,4874400
426910,4874352
426890,4874318
426875,4874296
426866,4874281
426853,4874262
426835,4874239
426825,4874227
426811,4874212
426801,4874201
426780,4874180
426778,4874178
426756,4874159
426751,4874156
426735,4874143
426712,4874127
426708,4874125
426683,4874110
426666,4874102
426650,4874095
426611,4874077
426585,4874067
426555,4874059
426524,4874052
426501,4874048
426496,4874046
426473,4874043
426446,4874043
426437,4874043
426416,4874042
426389,4874043
426388,4874043
426362,4874046
426334,4874048
426326,4874049
426304,4874052
426257,4874057
426211,4874062
426190,4874064
426163,4874067
426125,4874072
426070,4874078
426026,4874083
426002,4874085
425980,4874088
425958,4874090
425933,4874093
425905,4874095
425882,4874097
425853,4874098
425827,4874099
425806,4874100
425793,4874099
425772,4874099
425753,4874098
425739,4874097
425725,4874096
425706,4874095
425685,4874093
425659,4874090
425606,4874084
425546,4874078
425509,4874073
425460,4874068
425410,4874062
425339,4874054
425259,4874046
425191,4874038
425143,4874032
425094,4874027
425053,4874022
424997,4874016
424941,4874010
424915,4874008
424886,4874005
424853,4874003
424825,4874003
424800,4874003
424788,4874003
424771,4874004
424735,4874006
424716,4874009
424693,4874011
424652,4874017
424626,4874023
424601,4874030
424569,4874038
424552,4874044
424535,4874049
424520,4874054
424501,4874062
424480,4874070
424465,4874077
424451,4874083
424443,4874087
424435,4874091
424427,4874095
424407,4874107
424380,4874120
424370,4874126
424334,4874148
424293,4874171
424260,4874191
424221,4874212
424192,4874228
424156,4874246
424125,4874261
424081,4874280
424061,4874288
424043,4874296
424007,4874309
423976,4874319
423924,4874334
423907,4874340
423891,4874344
423868,4874349
423832,4874359
423808,4874364
423767,4874370
423744,4874374
423718,4874378
423697,4874379
423683,4874381
423671,4874383
423660,4874384
423647,4874385
423632,4874386
423603,4874388
423394,4874402
423334,4874405
423323,4874405
423294,4874407
423273,4874409
423246,4874411
423221,4874414
423197,4874417
423186,4874418
423177,4874420
423150,4874426
423138,4874428
423124,4874430
423089,4874440
423056,4874448
423022,4874457
422982,4874467
422959,4874472
422937,4874478
422914,4874482
422866,4874489
422833,4874494
422818,4874496
422753,4874505
422676,4874516
422636,4874520
422585,4874528
422537,4874534
422507,4874536
422480,4874538
422449,4874538
422418,4874539
422384,4874538
422354,4874535
422321,4874532
422295,4874529
422264,4874524
422240,4874518
422194,4874510
422147,4874500
422070,4874484
422009,4874471
421976,4874464
421939,4874456
421914,4874450
421851,4874435
421747,4874408
421705,4874398
421680,4874391
421623,4874376
421596,4874369
421561,4874360
421540,4874355
421521,4874350
421502,4874346
421483,4874343
421466,4874340
421453,4874338
421439,4874336
421423,4874335
421409,4874333
421320,4874326
421245,4874320
421210,4874317
421198,4874315
421170,4874311
421143,4874305
421117,4874298
421093,4874292
421061,4874280
421029,4874267
421007,4874258
420977,4874242
420943,4874222
420916,4874204
420880,4874179
420846,4874156
420788,4874117
420766,4874104
420748,4874094
420731,4874084
420704,4874070
420679,4874059
420647,4874046
420634,4874042
420572,4874019
420468,4873982
420400,4873956
420331,4873931
420282,4873914
420238,4873898
420191,4873880
420145,4873861
420120,4873851
420078,4873832
420028,4873807
420003,4873794
419970,4873777
419924,4873752
419907,4873742
419888,4873730
419844,4873706
419811,4873688
419787,4873672
419766,4873657
419750,4873645
419730,4873625
419708,4873602
419697,4873590
419682,4873573
419661,4873544
419647,4873524
419640,4873513
419630,4873499
419623,4873490
419582,4873434
419530,4873366
419500,4873329
419472,4873296
419433,4873256
419404,4873226
419364,4873188
419315,4873143
419213,4873056
419119,4872975
418938,4872820
418847,4872744
418651,4872582
418574,4872520
418472,4872435
418413,4872388
418365,4872348
418328,4872319
418279,4872279
418223,4872233
418175,4872194
418091,4872125
417987,4872039
417883,4871955
417768,4871861
417540,4871674
417447,4871598
417426,4871582
417397,4871560
417349,4871525
416687,4871080
416597,4871020
416457,4870926
416260,4870795
416151,4870719
416060,4870659
415942,4870581
415894,4870550
415868,4870533
415848,4870521
415828,4870511
415807,4870503
415794,4870497
415781,4870493
415768,4870489
415746,4870482
415722,4870476
415698,4870470
415678,4870465
415655,4870458
415624,4870447
415616,4870444
415607,4870440
415596,4870435
415587,4870431
415572,4870423
415560,4870417
415547,4870409
415508,4870385
415447,4870346
415362,4870292
415342,4870279
415291,4870247
415218,4870201
415157,4870163
415072,4870109
415035,4870084
415008,4870067
414986,4870054
414951,4870036
414917,4870020
414889,4870009
414878,4870003
414778,4869964
414751,4869954
414693,4869931
414661,4869920
414641,4869913
414619,4869907
414552,4869890
414519,4869881
414458,4869868
414398,4869854
414329,4869837
414265,4869823
414234,4869817
414202,4869812
414177,4869810
414157,4869808
414130,4869809
414090,4869809
413980,4869813
413925,4869816
413888,4869817
413860,4869820
413835,4869823
413812,4869826
413769,4869836
413736,4869845
413682,4869861
413646,4869871
413625,4869875
413606,4869879
413577,4869884
413556,4869885
413534,4869888
413514,4869888
413495,4869887
413475,4869886
413455,4869884
413422,4869881
413393,4869876
413315,4869860
413224,4869844
413194,4869840
413192,4869839
413146,4869832
413118,4869829
413099,4869827
413076,4869826
413049,4869826
413027,4869825
412991,4869826
412904,4869829
412781,4869832
412663,4869837
412635,4869838
412612,4869839
412597,4869839
412580,4869838
412564,4869837
412563,4869837
412547,4869835
412523,4869831
412509,4869828
412494,4869825
412473,4869818
412452,4869812
412427,4869801
412407,4869792
412389,4869783
412361,4869764
412285,4869711
412257,4869691
412222,4869670
412178,4869650
412140,4869637
412108,4869626
412082,4869621
412061,4869618
412038,4869615
412017,4869614
411978,4869614
411916,4869619
411877,4869622
411803,4869632
411777,4869635
411751,4869639
411710,4869650
411676,4869654
411645,4869658
411616,4869661
411605,4869662
411600,4869662
411597,4869662
411593,4869661
411590,4869661
411583,4869660
411570,4869659
411545,4869656
411520,4869654
411520,4869654
411516,4869648
411512,4869640
411497,4869611
411493,4869604
411463,4869550
411438,4869501
411423,4869473
411406,4869445
411379,4869394
411366,4869370
411353,4869344
411323,4869290
411299,4869245
411280,4869209
411261,4869173
411249,4869150
411212,4869083
411187,4869037
411154,4868977
411144,4868956
411129,4868924
411114,4868887
411102,4868853
411092,4868817
411089,4868799
411088,4868794
411086,4868783
411082,4868755
411081,4868750
411078,4868726
411075,4868698
411072,4868655
411068,4868604
411064,4868527
411061,4868486
411060,4868467
411058,4868431
411057,4868417
411056,4868386
411055,4868371
411055,4868364
411055,4868350
411055,4868343
411055,4868339
411056,4868331
411057,4868327
411057,4868321
411059,4868316
411061,4868303
411063,4868296
411063,4868292
411064,4868287
411065,4868285
411066,4868282
411066,4868277
411067,4868275
411069,4868271
411071,4868265
411073,4868261
411079,4868246
411082,4868237
411091,4868219
411105,4868192
411114,4868176
411120,4868167
411128,4868158
411146,4868139
411155,4868129
411173,4868114
411187,4868104
411258,4868048
411278,4868031
411290,4868020
411298,4868013
411302,4868009
411306,4868004
411315,4867992
411333,4867970
411341,4867958
411346,4867950
411351,4867940
411355,4867935
411357,4867929
411363,4867919
411366,4867912
411372,4867900
411376,4867892
411381,4867879
411381,4867878
411384,4867870
411387,4867862
411390,4867852
411391,4867846
411392,4867841
411393,4867836
411394,4867831
411394,4867829
411396,4867819
411396,4867814
411397,4867804
411398,4867790
411398,4867785
411398,4867775
411398,4867722
411398,4867670
411398,4867607
411395,4867603
411395,4867602
411395,4867601
411395,4867596
411393,4867471
411392,4867408
411393,4867354
411393,4867312
411393,4867310
411394,4867309
411398,4867302
411398,4867269
411398,4867115
411397,4867040
411398,4866918
411397,4866805
411396,4866705
411395,4866597
411395,4866471
411394,4866398
411394,4866331
411393,4866273
411393,4866271
411394,4866201
411395,4866071
411395,4866054
411394,4866037
411393,4866023
411392,4866012
411392,4865997
411391,4865985
411390,4865980
411389,4865970
411387,4865951
411386,4865946
411383,4865934
411382,4865928
411382,4865921
411374,4865888
411368,4865860
411309,4865594
411285,4865493
411275,4865452
411265,4865404
411252,4865343
411229,4865241
411207,4865144
411192,4865073
411183,4865031
411177,4865008
411168,4864963
411159,4864921
411156,4864916
411155,4864914
411152,4864899
411141,4864837
411134,4864787
411133,4864775
411124,4864712
411116,4864642
411113,4864606
411110,4864565
411109,4864556
411109,4864555
411109,4864554
411110,4864551
411109,4864533
411108,4864524
411103,4864485
411097,4864437
411088,4864371
411077,4864276
411075,4864246
411071,4864183
411069,4864115
411069,4864094
411067,4864040
411067,4864023
411067,4863989
411065,4863953
411065,4863927
411064,4863917
411063,4863902
411061,4863875
411060,4863865
411059,4863847
411057,4863837
411057,4863830
411055,4863817
411054,4863812
411051,4863795
411045,4863767
411043,4863756
411040,4863745
411039,4863740
411032,4863715
411027,4863697
411017,4863661
411010,4863638
411002,4863609
410990,4863570
410980,4863537
410969,4863505
410959,4863468
410949,4863435
410945,4863422
410932,4863372
410925,4863347
410918,4863321
410914,4863308
410899,4863260
410891,4863232
410873,4863170
410864,4863140
410857,4863117
410853,4863105
410850,4863090
410838,4863045
410829,4863006
410823,4862981
410818,4862955
410808,4862905
410796,4862842
410786,4862789
410773,4862727
410764,4862683
410758,4862652
410755,4862632
410749,4862608
410748,4862595
410741,4862560
410736,4862539
410735,4862529
410731,4862514
410728,4862501
410725,4862491
410720,4862467
410718,4862453
410715,4862440
410713,4862428
410712,4862420
410710,4862401
410704,4862365
410697,4862324
410690,4862289
410681,4862247
410673,4862219
410668,4862205
410664,4862194
410658,4862180
410650,4862163
410646,4862153
410635,4862131
410629,4862119
410623,4862108
410600,4862068
410566,4862013
410538,4861965
410531,4861949
410523,4861934
410508,4861902
410493,4861870
410478,4861837
410467,4861810
410456,4861784
410443,4861753
410435,4861731
410428,4861713
410416,4861673
410406,4861644
410400,4861619
410389,4861578
410383,4861560
410361,4861472
410344,4861399
410334,4861358
410328,4861330
410316,4861284
410302,4861222
410292,4861180
410282,4861139
410274,4861102
410256,4861030
410253,4861023
410251,4861019
410220,4860894
410207,4860842
410196,4860800
410184,4860745
410183,4860743
410183,4860741
410184,4860732
410182,4860726
410178,4860711
410174,4860688
410171,4860671
410166,4860651
410164,4860638
410160,4860626
410143,4860556
410126,4860493
410115,4860446
410103,4860388
410091,4860338
410083,4860303
410071,4860254
410063,4860221
410026,4860068
409989,4859913
409974,4859845
409971,4859841
409971,4859839
409967,4859824
409957,4859779
409942,4859712
409932,4859676
409928,4859658
409921,4859641
409917,4859630
409915,4859625
409912,4859619
409908,4859611
409906,4859608
409899,4859595
409897,4859592
409896,4859591
409893,4859584
409891,4859579
409883,4859572
409879,4859565
409873,4859559
409865,4859551
409857,4859544
409852,4859541
409848,4859538
409834,4859528
409826,4859523
409821,4859520
409817,4859518
409809,4859514
409801,4859511
409793,4859508
409784,4859504
409772,4859501
409768,4859500
409765,4859500
409759,4859498
409749,4859497
409738,4859496
409735,4859495
409730,4859495
409722,4859494
409714,4859494
409705,4859493
409684,4859493
409620,4859495
409585,4859497
409539,4859498
409518,4859497
409503,4859497
409492,4859497
409477,4859496
409469,4859495
409463,4859493
409448,4859490
409440,4859487
409423,4859480
409406,4859472
409389,4859462
409378,4859454
409370,4859449
409365,4859444
409354,4859435
409346,4859426
409341,4859420
409332,4859407
409327,4859399
409322,4859390
409313,4859370
409308,4859359
409255,4859216
409234,4859154
409212,4859089
409196,4859041
409168,4858964
409153,4858920
409143,4858890
409132,4858850
409127,4858832
409126,4858828
409125,4858823
409121,4858806
409117,4858791
409117,4858786
409114,4858772
409113,4858766
409111,4858757
409107,4858721
409101,4858676
409093,4858618
409085,4858542
409083,4858519
409077,4858461
409075,4858451
409074,4858439
409072,4858430
409071,4858424
409069,4858408
409065,4858385
409062,4858373
409058,4858358
409054,4858343
409047,4858316
409035,4858280
409028,4858263
409016,4858232
409009,4858217
409007,4858210
408993,4858182
408984,4858166
408977,4858151
408944,4858094
408919,4858054
408895,4858016
408863,4857965
408819,4857891
408768,4857809
408714,4857724
408614,4857563
408502,4857380
408480,4857344
408294,4857043
408263,4856991
408248,4856964
408225,4856923
408208,4856888
408202,4856875
408157,4856777
408126,4856711
408097,4856649
408070,4856590
408056,4856558
408037,4856514
408027,4856491
407994,4856421
407980,4856389
407973,4856372
407963,4856344
407951,4856312
407946,4856299
407938,4856275
407934,4856260
407928,4856240
407923,4856219
407920,4856207
407919,4856201
407908,4856151
407905,4856133
407891,4856050
407884,4856009
407865,4855901
407856,4855853
407851,4855823
407841,4855768
407835,4855733
407832,4855711
407824,4855665
407821,4855651
407817,4855628
407815,4855618
407814,4855614
407811,4855591
407806,4855576
407801,4855551
407791,4855511
407783,4855477
407772,4855439
407761,4855399
407751,4855358
407725,4855257
407704,4855180
407696,4855149
407683,4855103
407675,4855070
407648,4854969
407616,4854850
407608,4854819
407598,4854779
407587,4854734
407582,4854717
407577,4854697
407560,4854636
407559,4854634
407547,4854585
407542,4854567
407533,4854532
407528,4854514
407523,4854494
407515,4854464
407511,4854446
407508,4854430
407506,4854413
407505,4854410
407505,4854406
407504,4854398
407503,4854392
407503,4854385
407502,4854378
407502,4854370
407502,4854366
407502,4854360
407502,4854352
407502,4854348
407502,4854337
407503,4854331
407504,4854321
407504,4854316
407505,4854310
407506,4854297
407508,4854287
407510,4854277
407514,4854257
407513,4854253
407513,4854252
407513,4854251
407516,4854240
407518,4854229
407529,4854194
407545,4854143
407573,4854061
407596,4853991
407602,4853972
407611,4853944
407614,4853930
407615,4853924
407618,4853913
407619,4853903
407621,4853891
407621,4853885
407624,4853867
407624,4853852
407627,4853842
407628,4853823
407630,4853777
407631,4853738
407634,4853668
407635,4853622
407635,4853610
407636,4853566
407636,4853525
407638,4853484
407638,4853435
407640,4853378
407640,4853348
407641,4853326
407642,4853305
407643,4853297
407644,4853291
407644,4853283
407646,4853275
407647,4853271
407648,4853264
407650,4853259
407650,4853256
407652,4853252
407654,4853246
407657,4853238
407660,4853230
407661,4853227
407664,4853223
407665,4853218
407668,4853215
407670,4853210
407672,4853206
407675,4853202
407679,4853195
407685,4853186
407697,4853167
407702,4853158
407705,4853154
407705,4853152
407707,4853150
407708,4853148
407712,4853139
407716,4853129
407719,4853122
407722,4853115
407722,4853112
407725,4853103
407726,4853098
407727,4853094
407728,4853088
407728,4853085
407729,4853078
407729,4853073
407729,4853069
407729,4853066
407729,4853063
407729,4853058
407729,4853054
407729,4853051
407728,4853048
407728,4853043
407727,4853037
407725,4853033
407724,4853027
407723,4853021
407721,4853016
407719,4853007
407715,4852999
407706,4852980
407698,4852968
407692,4852961
407685,4852952
407681,4852947
407671,4852938
407662,4852929
407627,4852899
407607,4852882
407598,4852875
407594,4852873
407576,4852855
407568,4852847
407557,4852837
407553,4852834
407546,4852827
407537,4852818
407532,4852811
407525,4852805
407522,4852800
407517,4852795
407510,4852784
407505,4852776
407501,4852769
407489,4852751
407485,4852743
407481,4852736
407470,4852715
407468,4852710
407464,4852703
407463,4852699
407460,4852693
407452,4852668
407449,4852657
407449,4852655
407447,4852649
407444,4852631
407434,4852581
407427,4852548
407413,4852471
407402,4852422
407400,4852412
407397,4852403
407392,4852383
407388,4852370
407385,4852362
407383,4852357
407380,4852351
407378,4852346
407375,4852340
407371,4852331
407368,4852327
407366,4852321
407361,4852316
407355,4852307
407349,4852300
407346,4852296
407343,4852293
407339,4852288
407334,4852284
407331,4852281
407328,4852277
407321,4852271
407309,4852261
407292,4852249
407281,4852240
407265,4852227
407259,4852222
407253,4852216
407244,4852205
407241,4852202
407236,4852194
407233,4852189
407228,4852181
407225,4852177
407223,4852172
407220,4852167
407218,4852160
407215,4852155
407214,4852150
407213,4852148
407212,4852145
407211,4852141
407209,4852137
407208,4852131
407207,4852123
407206,4852119
407206,4852117
407206,4852114
407205,4852110
407205,4852105
407205,4852095
407205,4852088
407205,4852085
407205,4852081
407205,4852076
407206,4852068
407207,4852059
407208,4852051
407210,4852037
407212,4852021
407221,4851963
407228,4851917
407229,4851907
407235,4851869
407238,4851842
407243,4851810
407247,4851786
407252,4851751
407256,4851724
407259,4851702
407261,4851690
407262,4851682
407262,4851677
407262,4851674
407263,4851667
407265,4851650
407265,4851643
407265,4851636
407265,4851632
407266,4851624
407266,4851615
407265,4851606
407265,4851602
407265,4851598
407265,4851594
407263,4851580
407262,4851567
407260,4851559
407259,4851551
407257,4851540
407249,4851489
407235,4851418
407227,4851372
407220,4851330
407217,4851316
407214,4851293
407212,4851277
407212,4851272
407211,4851265
407211,4851260
407211,4851254
407211,4851246
407211,4851237
407212,4851229
407213,4851225
407214,4851215
407216,4851207
407217,4851203
407218,4851197
407222,4851188
407223,4851184
407226,4851178
407230,4851169
407232,4851165
407234,4851160
407237,4851156
407241,4851148
407247,4851139
407249,4851135
407252,4851131
407256,4851128
407265,4851116
407281,4851102
407332,4851059
407353,4851040
407409,4850991
407453,4850954
407491,4850921
407514,4850901
407523,4850892
407535,4850880
407546,4850870
407553,4850864
407565,4850852
407571,4850844
407577,4850839
407581,4850833
407585,4850828
407591,4850821
407600,4850808
407605,4850801
407608,4850796
407611,4850792
407618,4850778
407624,4850769
407629,4850759
407635,4850749
407636,4850747
407640,4850738
407642,4850733
407644,4850729
407645,4850726
407647,4850721
407658,4850689
407666,4850663
407668,4850654
407670,4850646
407670,4850643
407671,4850639
407673,4850627
407674,4850623
407675,4850614
407676,4850607
407677,4850593
407678,4850585
407678,4850577
407678,4850572
407678,4850566
407678,4850559
407678,4850551
407678,4850541
407677,4850523
407677,4850516
407677,4850512
407675,4850495
407672,4850462
407666,4850398
407659,4850318
407651,4850241
407648,4850201
407637,4850068
407634,4850038
407616,4849831
407612,4849787
407607,4849739
407601,4849680
407600,4849669
407595,4849638
407594,4849621
407591,4849604
407587,4849582
407583,4849567
407582,4849561
407576,4849539
407575,4849531
407567,4849507
407563,4849493
407560,4849485
407556,4849474
407554,4849468
407552,4849461
407547,4849447
407523,4849395
407505,4849357
407497,4849342
407477,4849306
407464,4849278
407457,4849263
407451,4849249
407447,4849239
407446,4849233
407442,4849221
407441,4849213
407440,4849208
407439,4849200
407438,4849194
407438,4849186
407438,4849179
407438,4849171
407438,4849160
407439,4849151
407440,4849143
407441,4849137
407442,4849132
407443,4849129
407443,4849125
407444,4849122
407446,4849119
407447,4849115
407447,4849113
407449,4849108
407452,4849101
407453,4849096
407456,4849092
407458,4849086
407461,4849083
407464,4849077
407467,4849072
407471,4849065
407475,4849058
407479,4849054
407481,4849050
407485,4849046
407487,4849043
407494,4849034
407502,4849027
407510,4849017
407523,4849004
407532,4848995
407541,4848985
407559,4848969
407575,4848954
407583,4848946
407614,4848916
407652,4848879
407669,4848863
407703,4848832
407731,4848807
407760,4848781
407787,4848757
407814,4848733
407854,4848698
407858,4848694
407863,4848690
407867,4848686
407871,4848683
407875,4848680
407880,4848676
407884,4848673
407889,4848667
407893,4848664
407896,4848661
407900,4848658
407904,4848655
407907,4848651
407913,4848647
407919,4848641
407925,4848636
407940,4848622
407946,4848617
407953,4848611
407962,4848602
407973,4848592
407978,4848586
407982,4848581
407989,4848576
407997,4848567
408007,4848554
408012,4848548
408016,4848543
408020,4848538
408025,4848531
408030,4848525
408035,4848518
408042,4848507
408046,4848499
408053,4848487
408057,4848479
408061,4848471
408064,4848466
408068,4848460
408074,4848448
408078,4848436
408084,4848420
408086,4848416
408089,4848409
408090,4848403
408092,4848399
408093,4848392
408095,4848385
408098,4848377
408099,4848370
408102,4848359
408102,4848354
408103,4848349
408105,4848336
408106,4848332
408108,4848322
408108,4848313
408109,4848306
408109,4848288
408109,4848276
408108,4848259
408105,4848233
408104,4848208
408101,4848188
408099,4848173
408096,4848154
408092,4848134
408086,4848107
408081,4848078
408050,4847924
408044,4847899
408040,4847882
408036,4847866
408033,4847859
408031,4847853
408028,4847845
408010,4847807
408006,4847799
407988,4847767
407972,4847741
407964,4847727
407953,4847708
407947,4847698
407943,4847689
407939,4847682
407935,4847675
407929,4847659
407926,4847651
407924,4847645
407920,4847634
407918,4847624
407916,4847614
407914,4847605
407913,4847597
407912,4847594
407911,4847589
407911,4847585
407911,4847579
407910,4847567
407910,4847562
407910,4847552
407910,4847546
407910,4847537
407911,4847509
407913,4847474
407913,4847464
407914,4847447
407915,4847427
407916,4847409
407921,4847360
407923,4847345
407924,4847329
407925,4847320
407926,4847314
407927,4847309
407928,4847306
407928,4847304
407928,4847299
407930,4847295
407931,4847290
407935,4847276
407939,4847263
407942,4847258
407944,4847252
407945,4847248
407947,4847244
407949,4847240
407952,4847233
407956,4847227
407958,4847222
407963,4847214
407965,4847210
407967,4847205
407969,4847203
407974,4847195
407978,4847188
407982,4847184
407988,4847175
407995,4847166
408000,4847160
408003,4847156
408006,4847153
408017,4847140
408021,4847136
408034,4847124
408037,4847121
408043,4847115
408051,4847110
408058,4847105
408064,4847101
408072,4847095
408077,4847090
408084,4847086
408094,4847080
408098,4847078
408104,4847075
408118,4847068
408130,4847062
408140,4847057
408147,4847055
408161,4847050
408166,4847048
408178,4847045
408190,4847041
408210,4847036
408222,4847033
408235,4847031
408249,4847028
408268,4847023
408308,4847016
408340,4847009
408361,4847005
408386,4847001
408411,4846996
408421,4846994
408450,4846988
408475,4846983
408481,4846982
408516,4846974
408598,4846958
408682,4846942
408726,4846934
408793,4846921
408822,4846915
408878,4846904
408898,4846900
408907,4846898
408918,4846896
408925,4846893
408939,4846890
408949,4846887
408957,4846885
408971,4846879
408976,4846878
408980,4846875
408986,4846872
408992,4846869
408997,4846867
409003,4846863
409007,4846861
409009,4846859
409014,4846855
409017,4846853
409027,4846844
409033,4846839
409036,4846835
409039,4846832
409042,4846830
409044,4846826
409046,4846823
409049,4846819
409052,4846815
409057,4846807
409063,4846797
409066,4846790
409070,4846782
409072,4846776
409074,4846771
409078,4846761
409079,4846757
409080,4846752
409082,4846747
409082,4846742
409083,4846738
409084,4846733
409085,4846728
409086,4846721
409090,4846684
409092,4846663
409096,4846610
409099,4846581
409099,4846570
409101,4846552
409103,4846540
409104,4846510
409105,4846495
409105,4846490
409105,4846483
409106,4846473
409108,4846454
409110,4846428
409114,4846375
409116,4846362
409117,4846350
409119,4846334
409122,4846321
409123,4846315
409125,4846308
409126,4846301
409129,4846293
409132,4846284
409134,4846276
409135,4846275
409138,4846267
409139,4846263
409142,4846258
409143,4846255
409146,4846248
409150,4846243
409153,4846236
409157,4846228
409162,4846220
409167,4846215
409176,4846202
409180,4846197
409190,4846185
409197,4846178
409206,4846170
409213,4846164
409222,4846156
409224,4846155
409227,4846152
409237,4846145
409242,4846141
409254,4846132
409266,4846127
409270,4846123
409278,4846120
409286,4846115
409295,4846112
409306,4846108
409320,4846103
409331,4846098
409346,4846093
409355,4846090
409364,4846088
409384,4846083
409420,4846075
409429,4846073
409438,4846071
409450,4846067
409455,4846066
409464,4846063
409475,4846059
409484,4846056
409493,4846052
409498,4846050
409506,4846047
409512,4846044
409516,4846042
409520,4846040
409528,4846034
409534,4846031
409538,4846027
409544,4846022
409552,4846014
409557,4846009
409564,4846001
409568,4845997
409570,4845994
409573,4845991
409578,4845984
409581,4845979
409585,4845971
409588,4845968
409591,4845961
409593,4845954
409596,4845948
409597,4845945
409598,4845943
409599,4845940
409600,4845935
409602,4845930
409603,4845924
409603,4845920
409605,4845912
409606,4845908
409607,4845884
409608,4845859
409608,4845850
409608,4845806
409609,4845781
409608,4845769
409608,4845758
409608,4845750
409608,4845730
409609,4845715
409608,4845702
409608,4845692
409608,4845678
409609,4845670
409609,4845662
409611,4845631
409612,4845601
409614,4845563
409614,4845552
409613,4845540
409613,4845524
409611,4845485
409610,4845480
409609,4845471
409608,4845462
409606,4845454
409604,4845448
409597,4845423
409592,4845415
409587,4845404
409585,4845399
409581,4845394
409577,4845387
409573,4845383
409570,4845379
409560,4845368
409557,4845364
409551,4845358
409547,4845355
409540,4845349
409529,4845340
409514,4845330
409507,4845325
409494,4845317
409474,4845305
409460,4845298
409439,4845286
409417,4845273
409410,4845267
409396,4845256
409390,4845251
409382,4845244
409374,4845235
409368,4845230
409365,4845225
409363,4845222
409359,4845217
409355,4845211
409351,4845206
409345,4845197
409342,4845190
409339,4845185
409336,4845179
409336,4845176
409333,4845170
409331,4845164
409329,4845156
409327,4845147
409326,4845143
409325,4845138
409324,4845131
409324,4845123
409323,4845116
409323,4845111
409323,4845106
409322,4845102
409323,4845096
409323,4845093
409323,4845089
409324,4845085
409325,4845078
409325,4845075
409326,4845070
409328,4845062
409333,4845042
409342,4845020
409345,4845012
409350,4845005
409354,4844999
409358,4844992
409360,4844990
409362,4844988
409367,4844982
409372,4844978
409375,4844974
409384,4844965
409390,4844961
409404,4844949
409414,4844943
409436,4844926
409459,4844908
409473,4844896
409544,4844844
409560,4844832
409605,4844797
409652,4844759
409718,4844709
409765,4844672
409787,4844653
409803,4844641
409850,4844599
409855,4844595
409858,4844592
409861,4844590
409871,4844578
409889,4844559
409898,4844551
409907,4844542
409916,4844532
409921,4844527
409928,4844518
409932,4844514
409960,4844482
409966,4844474
409996,4844440
410038,4844391
410081,4844338
410117,4844297
410137,4844274
410171,4844236
410196,4844203
410210,4844184
410216,4844175
410226,4844162
410235,4844150
410242,4844138
410256,4844117
410262,4844107
410269,4844096
410299,4844042
410302,4844030
410303,4844028
410324,4843985
410346,4843944
410366,4843906
410393,4843856
410428,4843793
410465,4843727
410489,4843684
410507,4843648
410515,4843625
410518,4843618
410522,4843609
410524,4843599
410528,4843586
410529,4843577
410531,4843566
410534,4843553
410535,4843539
410536,4843532
410536,4843526
410536,4843519
410536,4843515
410536,4843502
410535,4843471
410536,4843453
410533,4843420
410533,4843407
410526,4843319
410508,4843137
410489,4842916
410488,4842900
410487,4842876
410487,4842865
410486,4842855
410486,4842841
410487,4842830
410488,4842821
410488,4842814
410490,4842802
410493,4842773
410496,4842733
410498,4842702
410499,4842696
410499,4842691
410499,4842685
410499,4842679
410498,4842672
410497,4842660
410496,4842651
410493,4842639
410491,4842628
410484,4842599
410472,4842552
410468,4842536
410465,4842521
410463,4842514
410463,4842506
410463,4842499
410463,4842492
410463,4842482
410464,4842468
410473,4842422
410488,4842348
410495,4842316
410501,4842292
410506,4842275
410516,4842246
410539,4842171
410597,4841986
410610,4841934
410617,4841899
410621,4841878
410627,4841852
410637,4841809
410639,4841802
410645,4841778
410652,4841751
410654,4841745
410657,4841732
410660,4841719
410661,4841716
410666,4841700
410668,4841694
410671,4841684
410674,4841678
410678,4841670
410682,4841661
410684,4841659
410690,4841646
410695,4841638
410696,4841636
410700,4841629
410705,4841622
410711,4841614
410716,4841607
410722,4841599
410726,4841595
410732,4841587
410736,4841581
410741,4841577
410744,4841573
410748,4841569
410754,4841562
410762,4841554
410770,4841547
410782,4841537
410786,4841534
410794,4841527
410800,4841523
410808,4841517
410820,4841509
410825,4841506
410832,4841501
410837,4841498
410841,4841495
410848,4841492
410856,4841487
410866,4841482
410876,4841477
410890,4841469
410907,4841461
410923,4841454
410948,4841444
410968,4841436
410992,4841428
411009,4841422
411017,4841420
411021,4841419
411025,4841416
411035,4841413
411039,4841412
411047,4841408
411054,4841406
411066,4841400
411076,4841396
411089,4841390
411094,4841388
411103,4841383
411108,4841381
411111,4841378
411124,4841372
411130,4841369
411138,4841365
411150,4841357
411165,4841348
411180,4841338
411186,4841333
411194,4841327
411205,4841319
411216,4841310
411231,4841298
411245,4841286
411256,4841275
411266,4841266
411276,4841257
411282,4841251
411291,4841242
411295,4841237
411311,4841218
411320,4841208
411326,4841201
411337,4841187
411345,4841177
411349,4841171
411360,4841154
411371,4841137
411378,4841125
411384,4841116
411398,4841091
